Employee_ID,Company,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Years_at_Company,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Training_Hours_Year,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
MNC10398,HCLTech,Cybersecurity,L4,DevOps Engineer,Kochi,Female,51,Bachelor's,Full-Time,Hybrid,6,6,24,81024,972288,91656,1,5,2,14,36,3,2,5,18.2,High,0.0238,No
MNC10399,Tech Mahindra,Testing/QA,L5,Business Analyst,Chennai,Male,37,Bachelor's,Full-Time,Hybrid,9,5,19,146712,1760544,65614,1,1,2,4,22,4,1,3,49.5,Medium,0.2428,No
MNC10400,TCS,Cybersecurity,L3,Technical Lead,Mumbai,Male,43,Master's,Full-Time,Onsite,14,2,7,131121,1573452,166963,1,5,3,3,26,10,1,2,27.6,Medium,0.0407,No
MNC10401,Tech Mahindra,Cloud & DevOps,L1,Data Scientist,Chennai,Female,52,Master's,Full-Time,Hybrid,6,1,22,295976,3551712,353153,1,2,1,57,69,1,1,4,30.6,Medium,0.3778,Yes
MNC10402,Accenture,Cloud & DevOps,L2,Business Analyst,Hyderabad,Male,30,Bachelor's,Contract,Onsite,12,3,6,62332,747984,433048,3,5,5,27,89,4,1,1,31.7,Medium,0.0248,No
MNC10403,Wipro,Cybersecurity,L1,Cybersecurity Analyst,Noida,Female,30,Bachelor's,Full-Time,Remote,10,2,7,42467,509604,307980,4,3,1,52,65,10,2,4,27.5,High,0.0951,No
MNC10404,TCS,Software Engineering,L4,Cybersecurity Analyst,Mumbai,Male,28,Bachelor's,Full-Time,Onsite,14,6,0,71025,852300,486134,5,2,1,51,60,10,2,2,16.1,High,0.0902,No
MNC10405,Tech Mahindra,Data & AI,L1,QA Engineer,Chennai,Male,40,Master's,Full-Time,Onsite,2,7,20,174179,2090148,15791,2,1,5,50,76,9,3,1,8.1,High,0.18,No
MNC10406,Accenture,Product Management,L3,Project Manager,Bengaluru,Female,52,Master's,Full-Time,Remote,2,1,1,107994,1295928,58047,1,2,2,52,50,8,2,3,6.8,High,0.2329,No
MNC10407,HCLTech,Software Engineering,L2,QA Engineer,Gurugram,Male,34,Bachelor's,Full-Time,Remote,9,6,17,124202,1490424,494064,4,3,3,3,49,4,2,5,45.7,High,0.0158,No
MNC10408,Tech Mahindra,Software Engineering,L3,IT Support Engineer,Hyderabad,Female,48,Bachelor's,Full-Time,Hybrid,11,7,14,73481,881772,234898,5,1,3,14,18,7,3,5,14.2,High,0.0236,No
MNC10409,Accenture,IT Support,L3,Business Analyst,Noida,Male,44,Bachelor's,Contract,Onsite,12,5,0,105118,1261416,461122,4,4,1,16,0,10,2,4,4.3,High,0.0256,No
MNC10410,HCLTech,Product Management,L4,Project Manager,Hyderabad,Female,35,Bachelor's,Full-Time,Onsite,14,5,4,153714,1844568,70246,3,3,5,43,39,3,1,3,48.1,Medium,0.3172,No
MNC10411,Wipro,Product Management,L2,DevOps Engineer,Bengaluru,Male,42,Bachelor's,Full-Time,Hybrid,2,0,1,254699,3056388,196936,5,1,4,2,31,9,0,2,10.1,Low,0.0174,No
MNC10412,Tech Mahindra,Software Engineering,L1,Data Scientist,Noida,Male,50,Bachelor's,Full-Time,Onsite,5,3,19,190185,2282220,234955,4,5,2,9,21,10,0,5,37.9,Low,0.0243,No
MNC10413,HCLTech,Testing/QA,L1,Business Analyst,Hyderabad,Female,24,Master's,Full-Time,Onsite,11,0,2,114363,1372356,348292,3,2,1,46,92,4,3,3,21.0,High,0.0587,No
MNC10414,TCS,IT Support,L4,QA Engineer,Pune,Male,33,Bachelor's,Full-Time,Hybrid,14,3,18,241027,2892324,570178,4,1,3,41,65,2,2,4,8.5,High,0.0455,No
MNC10415,Wipro,IT Support,L4,Software Developer,Bengaluru,Male,43,Master's,Full-Time,Remote,5,1,17,303958,3647496,400010,4,2,5,55,39,10,2,1,25.5,High,0.3127,No
MNC10416,TCS,Cloud & DevOps,L3,Project Manager,Bengaluru,Female,28,Bachelor's,Full-Time,Hybrid,12,4,21,302168,3626016,557176,5,5,5,22,37,5,3,4,1.9,High,0.005,No
MNC10417,Cognizant,Product Management,L3,Project Manager,Bengaluru,Female,38,Master's,Full-Time,Hybrid,12,8,17,224360,2692320,137821,3,1,1,17,47,2,0,4,50.6,Low,0.1457,No
MNC10418,Infosys,Software Engineering,L3,Data Scientist,Pune,Male,32,Master's,Full-Time,Hybrid,2,2,13,87836,1054032,570819,1,4,4,0,54,10,1,3,31.3,Medium,0.0224,No
MNC10419,Tech Mahindra,Cloud & DevOps,L1,Cloud Engineer,Pune,Female,51,Bachelor's,Full-Time,Hybrid,2,7,23,299579,3594948,343130,2,3,3,34,74,6,2,5,9.2,High,0.0291,No
MNC10420,HCLTech,Cybersecurity,L4,Cybersecurity Analyst,Chennai,Female,34,Bachelor's,Full-Time,Hybrid,7,2,7,285095,3421140,346140,5,1,1,52,80,10,3,3,15.0,High,0.0534,No
MNC10421,Infosys,Data & AI,L2,Cybersecurity Analyst,Mumbai,Female,54,Master's,Full-Time,Hybrid,7,5,11,291176,3494112,580305,3,5,4,57,54,1,1,1,27.4,Medium,0.2082,No
MNC10422,Infosys,IT Support,L2,Software Developer,Gurugram,Male,38,Bachelor's,Full-Time,Onsite,6,3,20,279717,3356604,497163,4,1,5,30,50,6,3,3,12.1,High,0.0437,No
MNC10423,HCLTech,Cybersecurity,L2,IT Support Engineer,Hyderabad,Female,54,Master's,Full-Time,Hybrid,9,7,9,164479,1973748,57676,3,2,2,58,59,4,3,2,16.8,High,0.2147,No
MNC10424,Wipro,Cybersecurity,L1,IT Support Engineer,Chennai,Male,31,Bachelor's,Full-Time,Onsite,3,5,22,62940,755280,535848,2,1,3,43,7,3,3,4,32.5,High,0.5343,No
MNC10425,Tech Mahindra,Testing/QA,L1,DevOps Engineer,Hyderabad,Other,32,Master's,Full-Time,Remote,14,7,19,35666,427992,447617,2,4,3,0,85,2,0,5,50.1,Low,0.0136,No
MNC10426,Cognizant,Data & AI,L3,Business Analyst,Gurugram,Male,35,Bachelor's,Full-Time,Onsite,3,0,16,329266,3951192,50468,1,1,4,2,67,7,0,1,24.7,Low,0.0552,No
MNC10427,TCS,Cybersecurity,L1,Technical Lead,Mumbai,Male,51,Master's,Full-Time,Hybrid,2,5,10,186164,2233968,451989,1,3,1,2,74,9,3,4,43.3,High,0.025,No
MNC10428,Accenture,Cybersecurity,L3,Cloud Engineer,Pune,Female,49,Master's,Full-Time,Hybrid,4,0,1,236717,2840604,47599,2,1,5,36,71,3,2,3,52.7,High,0.2611,No
MNC10429,TCS,Data & AI,L2,QA Engineer,Mumbai,Male,46,Master's,Full-Time,Onsite,2,0,3,56505,678060,148469,5,2,4,18,8,6,1,2,13.8,Medium,0.0538,No
MNC10430,Accenture,Data & AI,L2,Technical Lead,Pune,Other,38,Bachelor's,Full-Time,Onsite,12,7,0,66713,800556,240270,5,1,2,28,89,9,2,3,48.6,High,0.0455,No
MNC10431,TCS,Cybersecurity,L2,Technical Lead,Gurugram,Female,52,Master's,Contract,Hybrid,7,6,14,335313,4023756,45406,4,4,2,24,1,2,0,4,45.7,Low,0.1772,No
MNC10432,HCLTech,Data & AI,L2,Project Manager,Mumbai,Female,42,Bachelor's,Contract,Hybrid,6,2,12,234354,2812248,67560,1,5,2,32,79,7,1,1,22.1,Medium,0.0583,No
MNC10433,Cognizant,Cybersecurity,L3,Software Developer,Chennai,Male,37,Master's,Full-Time,Hybrid,15,5,7,107511,1290132,516394,4,1,4,35,94,5,3,5,59.4,High,0.0734,Yes
MNC10434,Tech Mahindra,Cybersecurity,L2,Cybersecurity Analyst,Noida,Female,43,Bachelor's,Full-Time,Hybrid,12,8,24,332666,3991992,520112,1,1,5,60,69,5,2,4,16.5,High,0.3346,No
MNC10435,Accenture,Testing/QA,L3,DevOps Engineer,Chennai,Male,44,Master's,Full-Time,Hybrid,2,6,3,242204,2906448,144575,2,3,3,28,84,7,2,1,16.0,High,0.0373,No
MNC10436,Tech Mahindra,Software Engineering,L2,IT Support Engineer,Hyderabad,Male,28,Bachelor's,Full-Time,Hybrid,15,2,9,280694,3368328,54943,5,4,1,57,89,9,3,4,46.6,High,0.0574,Yes
MNC10437,Tech Mahindra,Cybersecurity,L3,Software Developer,Chennai,Female,26,Master's,Full-Time,Hybrid,8,5,18,279836,3358032,75839,5,5,3,25,58,4,2,2,26.6,High,0.0144,No
MNC10438,Tech Mahindra,Cloud & DevOps,L4,Project Manager,Gurugram,Male,25,Master's,Full-Time,Hybrid,11,3,17,264561,3174732,549633,2,2,5,3,18,9,0,3,20.5,Low,0.0619,No
MNC10439,Capgemini,IT Support,L3,QA Engineer,Bengaluru,Male,49,Master's,Full-Time,Hybrid,13,2,4,33880,406560,249495,4,1,3,48,27,10,3,5,11.5,High,0.1298,No
MNC10440,Wipro,Product Management,L2,DevOps Engineer,Hyderabad,Female,48,Bachelor's,Full-Time,Hybrid,12,8,18,73539,882468,50390,4,5,4,13,71,9,2,1,46.2,High,0.0181,No
MNC10441,TCS,Software Engineering,L1,Project Manager,Mumbai,Male,31,Bachelor's,Full-Time,Hybrid,4,1,22,270056,3240672,321701,3,2,2,49,13,4,3,5,47.4,High,0.4823,No
MNC10442,Tech Mahindra,Software Engineering,L2,Cybersecurity Analyst,Hyderabad,Male,21,PhD,Full-Time,Hybrid,8,0,21,249057,2988684,1906,1,4,5,26,23,3,1,5,34.4,Medium,0.1393,Yes
MNC10443,TCS,Software Engineering,L3,Cybersecurity Analyst,Noida,Female,39,Bachelor's,Full-Time,Hybrid,6,1,15,44799,537588,532249,4,4,5,32,43,2,3,5,57.5,High,0.0778,No
MNC10444,Tech Mahindra,Testing/QA,L1,Cybersecurity Analyst,Pune,Male,29,Bachelor's,Full-Time,Onsite,14,6,0,134843,1618116,157212,2,5,3,21,100,9,2,1,19.8,High,0.0123,No
MNC10445,Accenture,Cybersecurity,L2,Software Developer,Mumbai,Female,47,Master's,Full-Time,Onsite,6,0,11,78784,945408,189773,4,2,4,47,55,2,0,1,14.0,Low,0.1431,No
MNC10446,Wipro,Testing/QA,L3,Software Developer,Kochi,Other,54,Master's,Full-Time,Hybrid,5,5,23,143034,1716408,339711,5,4,3,2,89,6,3,5,41.0,High,0.0022,No
MNC10447,Wipro,Cybersecurity,L2,IT Support Engineer,Hyderabad,Female,24,Bachelor's,Full-Time,Hybrid,1,6,1,230598,2767176,342808,1,5,3,22,94,5,3,3,45.7,High,0.0287,No
MNC10448,HCLTech,Testing/QA,L3,IT Support Engineer,Mumbai,Female,38,Master's,Contract,Hybrid,8,8,20,84362,1012344,81199,3,4,5,20,50,5,2,4,14.3,High,0.0185,No
MNC10449,Capgemini,Testing/QA,L1,QA Engineer,Mumbai,Male,35,Master's,Full-Time,Onsite,5,7,24,83997,1007964,99764,1,4,3,40,31,4,0,5,5.5,Low,0.1254,No
MNC10450,HCLTech,IT Support,L1,DevOps Engineer,Mumbai,Male,33,Bachelor's,Full-Time,Hybrid,7,5,7,211413,2536956,122357,5,4,2,22,49,6,0,2,48.8,Low,0.0614,No
MNC10451,HCLTech,Cloud & DevOps,L3,Data Scientist,Pune,Female,39,Master's,Full-Time,Remote,0,2,17,306693,3680316,342873,5,3,3,3,40,5,1,5,58.6,Medium,0.0227,No
MNC10452,HCLTech,Testing/QA,L2,Data Scientist,Kochi,Female,26,Bachelor's,Full-Time,Onsite,4,7,24,349064,4188768,421777,5,2,2,20,65,4,1,1,39.0,Medium,0.0457,No
MNC10453,HCLTech,IT Support,L3,Project Manager,Gurugram,Male,32,Bachelor's,Full-Time,Remote,11,6,15,246398,2956776,312712,5,5,5,36,24,9,2,4,17.4,High,0.0307,No
MNC10454,HCLTech,Data & AI,L2,Cybersecurity Analyst,Chennai,Male,37,Bachelor's,Contract,Remote,0,2,4,290464,3485568,160576,2,5,4,42,60,6,0,2,59.8,Low,0.3001,No
MNC10455,Cognizant,Cloud & DevOps,L2,DevOps Engineer,Mumbai,Male,43,Bachelor's,Full-Time,Hybrid,9,8,21,187255,2247060,564585,3,2,2,30,65,10,0,4,53.7,Low,0.1551,Yes
MNC10456,Wipro,Testing/QA,L4,Technical Lead,Bengaluru,Male,46,Master's,Full-Time,Hybrid,10,1,12,54624,655488,461823,5,2,4,20,41,10,1,4,31.3,Medium,0.0346,No
MNC10457,HCLTech,Product Management,L4,Software Developer,Gurugram,Female,49,Bachelor's,Full-Time,Remote,15,2,18,223587,2683044,16939,5,2,4,25,64,10,1,2,49.7,Medium,0.0675,Yes
MNC10458,Tech Mahindra,Software Engineering,L3,Business Analyst,Noida,Male,53,Bachelor's,Full-Time,Hybrid,13,1,2,264784,3177408,443931,4,2,2,40,35,3,2,5,49.1,High,0.1968,No
MNC10459,Wipro,Data & AI,L2,Cloud Engineer,Pune,Female,47,Bachelor's,Full-Time,Hybrid,7,0,7,76705,920460,306604,3,1,5,57,75,10,0,5,56.2,Low,0.4175,Yes
MNC10460,Wipro,Data & AI,L3,QA Engineer,Hyderabad,Female,45,Master's,Full-Time,Hybrid,7,3,11,119326,1431912,199294,1,5,1,34,8,6,3,5,50.6,High,0.2731,Yes
MNC10461,Infosys,IT Support,L2,Cybersecurity Analyst,Pune,Male,30,Master's,Full-Time,Hybrid,0,4,1,98369,1180428,62119,3,1,4,37,35,1,1,3,39.0,Medium,0.3111,No
MNC10462,Cognizant,Data & AI,L1,Cybersecurity Analyst,Hyderabad,Female,43,Bachelor's,Full-Time,Hybrid,8,5,10,231893,2782716,144258,3,4,4,23,91,5,2,5,36.9,High,0.0145,No
MNC10463,HCLTech,Cloud & DevOps,L4,Cybersecurity Analyst,Pune,Male,41,Bachelor's,Full-Time,Hybrid,1,4,11,301733,3620796,409675,3,4,5,10,37,10,0,2,28.6,Low,0.0358,Yes
MNC10464,TCS,Testing/QA,L1,Software Developer,Hyderabad,Female,41,Master's,Full-Time,Hybrid,11,0,17,143012,1716144,218827,5,5,5,40,32,6,0,3,38.0,Low,0.0953,Yes
MNC10465,Accenture,Testing/QA,L5,Software Developer,Mumbai,Female,33,Bachelor's,Full-Time,Onsite,8,2,12,205858,2470296,267201,5,4,3,28,41,8,1,5,47.9,Medium,0.0436,No
MNC10466,Capgemini,Product Management,L2,Cloud Engineer,Chennai,Female,53,Bachelor's,Full-Time,Remote,0,0,4,255758,3069096,149805,2,2,5,46,60,9,2,3,58.2,High,0.4199,No
MNC10467,Tech Mahindra,Software Engineering,L1,Technical Lead,Hyderabad,Female,44,Bachelor's,Full-Time,Hybrid,11,4,21,153711,1844532,150685,1,1,4,54,45,3,3,2,28.6,High,0.571,No
MNC10468,TCS,IT Support,L3,DevOps Engineer,Kochi,Male,31,Master's,Full-Time,Onsite,9,4,11,106425,1277100,377224,4,2,2,59,85,2,1,5,34.8,Medium,0.12,Yes
MNC10469,Cognizant,Software Engineering,L4,Cybersecurity Analyst,Hyderabad,Male,37,Bachelor's,Full-Time,Hybrid,13,5,1,45994,551928,479498,3,4,1,2,88,4,2,1,27.2,High,0.0064,No
MNC10470,Accenture,Data & AI,L3,Data Scientist,Bengaluru,Female,24,Bachelor's,Full-Time,Onsite,15,7,4,141915,1702980,136260,1,1,3,0,60,8,0,2,40.4,Low,0.089,No
MNC10471,Cognizant,Product Management,L4,IT Support Engineer,Hyderabad,Male,45,Bachelor's,Contract,Hybrid,13,0,6,134672,1616064,238178,1,2,2,51,17,8,3,4,38.2,High,0.6218,No
MNC10472,Tech Mahindra,Software Engineering,L3,Data Scientist,Bengaluru,Male,50,PhD,Contract,Remote,8,3,23,318783,3825396,259418,2,5,1,60,69,3,2,4,2.1,High,0.0629,No
MNC10473,Wipro,Cloud & DevOps,L3,Project Manager,Noida,Male,29,Bachelor's,Full-Time,Hybrid,3,0,11,309349,3712188,29680,4,2,1,53,81,4,3,2,32.9,High,0.1204,No
MNC10474,Accenture,Testing/QA,L4,Data Scientist,Mumbai,Female,41,Master's,Contract,Onsite,8,8,15,348821,4185852,234433,3,4,1,18,79,3,2,4,6.2,High,0.0061,No
MNC10475,Wipro,Data & AI,L2,Project Manager,Bengaluru,Male,40,Bachelor's,Full-Time,Onsite,6,6,22,62930,755160,364446,4,1,2,45,14,10,2,2,2.6,High,0.2118,No
MNC10476,Tech Mahindra,Product Management,L2,Business Analyst,Chennai,Female,39,Bachelor's,Full-Time,Hybrid,10,6,7,103313,1239756,467616,2,5,3,48,47,2,2,1,47.7,High,0.3284,No
MNC10477,TCS,Software Engineering,L2,IT Support Engineer,Gurugram,Other,39,Master's,Full-Time,Remote,5,4,8,254923,3059076,448934,5,1,3,21,71,4,2,2,16.3,High,0.0178,No
MNC10478,Tech Mahindra,IT Support,L5,Data Scientist,Mumbai,Male,32,Bachelor's,Full-Time,Hybrid,14,6,14,143153,1717836,560733,1,5,1,13,12,6,3,5,21.1,High,0.0397,No
MNC10479,TCS,Cloud & DevOps,L5,Business Analyst,Bengaluru,Male,37,Master's,Full-Time,Hybrid,4,1,4,310460,3725520,530084,3,1,2,48,42,5,1,5,4.8,Medium,0.1276,No
MNC10480,Accenture,Cloud & DevOps,L1,QA Engineer,Mumbai,Male,48,Master's,Full-Time,Hybrid,10,3,12,262911,3154932,401339,5,4,1,56,59,3,3,3,11.6,High,0.0461,No
MNC10481,Accenture,Software Engineering,L3,DevOps Engineer,Kochi,Female,55,Master's,Full-Time,Remote,8,6,4,126058,1512696,423041,2,5,5,58,56,2,2,4,46.2,High,0.2723,No
MNC10482,HCLTech,Testing/QA,L4,Business Analyst,Mumbai,Male,38,Bachelor's,Full-Time,Hybrid,1,2,10,117876,1414512,592610,4,3,3,13,70,9,3,4,30.1,High,0.0093,No
MNC10483,Cognizant,Software Engineering,L1,DevOps Engineer,Mumbai,Male,34,Master's,Full-Time,Hybrid,13,1,9,115366,1384392,523321,1,1,4,43,16,1,3,2,53.0,High,0.779,Yes
MNC10484,HCLTech,Data & AI,L3,Data Scientist,Noida,Male,55,Bachelor's,Contract,Hybrid,12,1,19,43403,520836,419204,3,1,1,15,49,9,3,4,24.4,High,0.0405,Yes
MNC10485,Cognizant,Software Engineering,L4,Technical Lead,Chennai,Female,27,Master's,Full-Time,Remote,10,0,12,278550,3342600,99244,5,2,5,32,31,1,2,5,16.9,High,0.0383,No
MNC10486,HCLTech,Cloud & DevOps,L1,Business Analyst,Pune,Male,33,Master's,Full-Time,Onsite,13,4,8,291420,3497040,491860,5,5,3,12,21,7,3,1,21.5,High,0.0164,No
MNC10487,Wipro,Product Management,L3,IT Support Engineer,Pune,Female,38,Master's,Full-Time,Hybrid,11,5,20,193004,2316048,387932,1,3,2,37,54,6,0,2,43.1,Low,0.3438,Yes
MNC10488,Accenture,Software Engineering,L2,Data Scientist,Bengaluru,Female,33,Bachelor's,Full-Time,Hybrid,1,5,13,328845,3946140,357395,4,4,3,48,56,7,2,4,33.7,High,0.0855,Yes
MNC10489,TCS,Testing/QA,L4,Cybersecurity Analyst,Mumbai,Male,51,Bachelor's,Full-Time,Onsite,10,8,17,282396,3388752,130364,2,2,2,11,12,3,3,5,54.3,High,0.1702,No
MNC10490,Cognizant,Product Management,L5,Software Developer,Bengaluru,Female,22,Bachelor's,Full-Time,Onsite,11,3,14,87241,1046892,410259,4,3,2,54,46,3,0,3,36.5,Low,0.2587,No
MNC10491,Tech Mahindra,IT Support,L5,Business Analyst,Noida,Male,36,Master's,Full-Time,Hybrid,14,0,9,171439,2057268,468977,4,5,1,50,86,1,3,4,30.1,High,0.0257,No
MNC10492,Cognizant,Cybersecurity,L2,IT Support Engineer,Noida,Female,29,Bachelor's,Full-Time,Remote,8,5,23,95030,1140360,402968,4,3,1,37,61,4,1,1,47.4,Medium,0.1596,Yes
MNC10493,TCS,Software Engineering,L4,QA Engineer,Hyderabad,Female,29,Bachelor's,Full-Time,Hybrid,11,4,6,207577,2490924,200065,1,1,3,38,53,2,3,1,56.9,High,0.5638,Yes
MNC10494,HCLTech,Testing/QA,L4,Cybersecurity Analyst,Kochi,Female,31,Master's,Full-Time,Remote,2,5,7,194404,2332848,52127,1,1,5,32,28,10,3,4,22.0,High,0.2442,No
MNC10495,Cognizant,Product Management,L2,QA Engineer,Noida,Male,42,Master's,Full-Time,Hybrid,7,2,2,237397,2848764,273120,2,2,3,32,21,8,1,4,15.7,Medium,0.159,No
MNC10496,Capgemini,Testing/QA,L4,Data Scientist,Hyderabad,Male,53,Bachelor's,Full-Time,Hybrid,10,1,14,135185,1622220,99122,4,5,4,28,64,3,2,5,37.4,High,0.0163,No
MNC10497,Wipro,IT Support,L1,Software Developer,Chennai,Male,43,Master's,Full-Time,Hybrid,15,5,15,66404,796848,332548,1,5,2,4,28,7,1,4,30.4,Medium,0.0386,No
MNC10498,Accenture,Cloud & DevOps,L3,Business Analyst,Bengaluru,Male,54,Bachelor's,Full-Time,Hybrid,14,0,3,85182,1022184,344076,2,3,2,5,47,7,2,3,59.4,High,0.0751,No
MNC10499,TCS,Testing/QA,L2,Business Analyst,Gurugram,Male,29,Bachelor's,Full-Time,Remote,8,6,20,325135,3901620,339851,2,2,1,30,4,9,1,5,28.3,Medium,0.2671,No
MNC10500,Accenture,Product Management,L1,Technical Lead,Chennai,Male,44,Bachelor's,Contract,Hybrid,7,6,5,134601,1615212,482863,4,5,5,15,34,6,3,2,5.4,High,0.0116,No
